Date,state,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500
2019-02-26,NJ,1754072.0,7127221.0,32282888.0,8203891.0,7980561.0,3790534.0,4835524.0,4874536.0,1828311.0,542452.0,144740.0,36009.0,46330.0
2019-02-26,NM,397054.0,1691969.0,8780259.0,2301916.0,2465819.0,1118234.0,1267887.0,922183.0,378323.0,203839.0,86325.0,23795.0,11938.0
2019-02-26,NY,4704128.0,14778348.0,77792309.0,21609055.0,19106792.0,9573698.0,12265447.0,10875627.0,2950923.0,886644.0,332660.0,84286.0,107177.0
2019-02-26,NC,1725150.0,8626731.0,35706893.0,8041216.0,8743613.0,4523654.0,5783134.0,5708019.0,1920446.0,585878.0,293809.0,67664.0,39460.0
2019-02-26,ND,140704.0,617051.0,2601150.0,737036.0,753103.0,340561.0,298078.0,225849.0,117044.0,81187.0,35360.0,7865.0,5067.0
2019-02-26,OH,2175627.0,9478086.0,41311145.0,10279407.0,9918511.0,4852337.0,6434515.0,6809840.0,1995645.0,610939.0,291917.0,71034.0,47000.0
2019-02-26,OK,698437.0,3232587.0,13198781.0,3511352.0,3314899.0,1477792.0,1846003.0,2013934.0,649858.0,236913.0,112553.0,23657.0,11820.0
2019-02-26,OR,933357.0,3244544.0,14416149.0,4045984.0,4008275.0,1761888.0,1893706.0,1862271.0,508814.0,191685.0,98652.0,18264.0,26610.0
2019-02-26,PA,2496043.0,10271872.0,43469163.0,10797964.0,10835415.0,5283704.0,6777550.0,6578570.0,2025865.0,722982.0,321885.0,70798.0,54430.0
2019-02-26,RI,200818.0,853265.0,3537496.0,825964.0,910974.0,423992.0,558010.0,566970.0,183512.0,47358.0,13226.0,2957.0,4533.0
2019-02-26,SC,812037.0,4256546.0,16843383.0,3851402.0,4107250.0,2120993.0,2726818.0,2759929.0,826105.0,262848.0,142965.0,29618.0,15455.0
2019-02-26,SD,165860.0,713675.0,3176770.0,882644.0,868489.0,387360.0,399934.0,344608.0,159358.0,79159.0,40703.0,9920.0,4595.0
2019-02-26,TN,1162784.0,5586534.0,23434469.0,5299785.0,5768525.0,2874629.0,3712230.0,3857852.0,1232161.0,386295.0,208439.0,62884.0,31669.0
2019-02-26,TX,4524308.0,24089803.0,92854650.0,24079934.0,22634699.0,10635163.0,13476485.0,14190615.0,5193426.0,1582003.0,733504.0,216781.0,112040.0
2019-02-26,UT,619744.0,2531697.0,12036474.0,3111041.0,3156274.0,1549272.0,1753593.0,1520586.0,581469.0,176746.0,110010.0,46712.0,30771.0
2019-02-26,VT,129122.0,495262.0,2073189.0,446442.0,546003.0,275857.0,300450.0,314348.0,126474.0,37259.0,18023.0,4010.0,4323.0
2019-02-26,VA,1493864.0,6997791.0,30322104.0,7436114.0,7292936.0,3723461.0,4790498.0,4751834.0,1537909.0,485657.0,207239.0,52538.0,43918.0
2019-02-26,WA,1449274.0,6063286.0,25731493.0,6244809.0,6707481.0,3167598.0,3911581.0,3863487.0,1240787.0,341020.0,159418.0,30293.0,65019.0
2019-02-26,WV,373820.0,1426490.0,5947206.0,1383555.0,1578004.0,753409.0,905084.0,831964.0,310948.0,120289.0,48488.0,10536.0,4929.0
2019-02-26,WI,1028228.0,4767572.0,20293720.0,4769538.0,4925469.0,2359887.0,3097548.0,3242057.0,1232359.0,396564.0,194096.0,44229.0,31973.0
2019-02-26,WY,123481.0,452489.0,2262026.0,639638.0,694030.0,300255.0,211836.0,171332.0,120407.0,83269.0,32021.0,5736.0,3502.0
2019-02-27,WY,123577.0,452393.0,2336982.0,617346.0,736235.0,325280.0,227064.0,185765.0,127156.0,80802.0,29269.0,4886.0,3179.0
2019-02-27,AL,771963.0,4100971.0,16392132.0,3625871.0,4097236.0,2147842.0,2633776.0,2574725.0,866667.0,287006.0,121749.0,28983.0,8277.0
2019-02-27,AK,174843.0,560339.0,2748875.0,780514.0,770708.0,398278.0,388648.0,256427.0,106376.0,30938.0,6606.0,2923.0,7457.0
2019-02-27,AZ,1358875.0,5790851.0,25547281.0,6677460.0,6411693.0,3107286.0,3793610.0,3891187.0,1136231.0,286389.0,166019.0,42952.0,34454.0
2019-02-27,AR,480397.0,2524219.0,10179008.0,2382362.0,2689978.0,1289352.0,1532236.0,1463004.0,527502.0,191474.0,75642.0,20537.0,6921.0
2019-02-27,CA,7850083.0,31586053.0,136235082.0,35789139.0,34898079.0,15885426.0,19813805.0,19689948.0,6930845.0,2217583.0,683625.0,168880.0,157752.0
2019-02-27,CO,1191867.0,4486289.0,23588601.0,5783278.0,6268301.0,2897350.0,3608556.0,3523979.0,950049.0,356219.0,114598.0,30589.0,55682.0
2019-02-27,CT,659050.0,2902695.0,12284207.0,2828206.0,3127284.0,1493443.0,1833713.0,1971977.0,724834.0,221127.0,57284.0,11435.0,14904.0
2019-02-27,DE,174025.0,790189.0,3284379.0,736931.0,805125.0,404382.0,530982.0,519443.0,196986.0,62375.0,22072.0,3116.0,2967.0
2019-02-27,DC,195807.0,504501.0,2985133.0,1028578.0,738925.0,422380.0,465278.0,251788.0,50450.0,10086.0,7735.0,4066.0,5847.0
2019-02-27,FL,3315565.0,17918657.0,71794616.0,18553852.0,17756826.0,9141070.0,11502339.0,10502466.0,2985873.0,820691.0,371438.0,83874.0,76187.0
2019-02-27,GA,1739508.0,8747815.0,35054931.0,7953341.0,8455967.0,4325441.0,5645524.0,5640816.0,2080053.0,567515.0,268615.0,73461.0,44198.0
2019-02-27,HI,297779.0,1118371.0,4870774.0,1461798.0,1281288.0,541735.0,672563.0,801886.0,78431.0,17390.0,8317.0,2786.0,4580.0
2019-02-27,ID,341760.0,1407087.0,5949364.0,1503536.0,1684742.0,787027.0,846332.0,710070.0,252523.0,95713.0,45700.0,14592.0,9129.0
2019-02-27,IL,2551807.0,10150326.0,50412771.0,12872459.0,12631391.0,6036347.0,7506656.0,7695325.0,2593314.0,598780.0,311615.0,95439.0,71445.0
2019-02-27,IN,1202577.0,5468849.0,25675627.0,6275176.0,6465072.0,3150298.0,3846916.0,3984442.0,1301150.0,406239.0,179916.0,42319.0,24099.0
2019-02-27,IA,591161.0,2555336.0,11842025.0,2826237.0,3216235.0,1400938.0,1650529.0,1696964.0,654522.0,238182.0,114496.0,27922.0,16000.0
2019-02-27,KS,560019.0,2342582.0,10878068.0,2811074.0,2973632.0,1262377.0,1490290.0,1482959.0,540582.0,182812.0,96722.0,24074.0,13546.0
2019-02-27,KY,823995.0,3630747.0,17253018.0,3867110.0,4419858.0,2211405.0,2747289.0,2644569.0,885875.0,292483.0,140195.0,29618.0,14616.0
2019-02-27,LA,771697.0,3874034.0,18031076.0,4786061.0,4490723.0,2223766.0,2790446.0,2410627.0,858394.0,329696.0,108427.0,21600.0,11336.0
2019-02-27,ME,274917.0,1059397.0,4360165.0,876397.0,1107742.0,564619.0,659412.0,736264.0,277202.0,91457.0,33953.0,6062.0,7057.0
2019-02-27,MD,1063478.0,4960772.0,21874064.0,5189802.0,5065513.0,2568599.0,3534299.0,3802962.0,1278866.0,282614.0,98570.0,24557.0,28282.0
2019-02-27,MA,1429811.0,5451242.0,28396185.0,7119346.0,7329422.0,3478552.0,4201580.0,4334213.0,1429868.0,342483.0,101847.0,19772.0,39102.0
2019-02-27,MI,1828449.0,8136914.0,35838971.0,8384286.0,8697211.0,4384175.0,5735076.0,5856962.0,1920194.0,533107.0,228088.0,51226.0,48646.0
2019-02-27,MN,1011017.0,4583014.0,20456628.0,4783865.0,4879805.0,2310483.0,3081577.0,3626754.0,1166893.0,373791.0,158922.0,36506.0,38032.0
2019-02-27,MS,456513.0,2520891.0,9400648.0,2316902.0,2376638.0,1028403.0,1356037.0,1416000.0,564348.0,217918.0,96250.0,21983.0,6169.0
2019-02-27,MO,1193318.0,4914407.0,21591911.0,5086135.0,5480004.0,2515232.0,3243995.0,3507991.0,1198464.0,325105.0,165108.0,44628.0,25249.0
2019-02-27,MT,237131.0,821927.0,3567565.0,994776.0,1091465.0,433064.0,425147.0,357818.0,144641.0,73757.0,32537.0,7269.0,7091.0
2019-02-27,NE,352042.0,1571332.0,7234057.0,1751423.0,1998671.0,940839.0,1088070.0,905880.0,314669.0,144513.0,64691.0,15374.0,9927.0
2019-02-27,NV,646198.0,2378919.0,10636958.0,2907950.0,2672930.0,1348323.0,1785509.0,1461863.0,249971.0,105864.0,63687.0,24081.0,16780.0
2019-02-27,NH,244251.0,1108060.0,4733505.0,901852.0,1092319.0,585784.0,726812.0,879064.0,391640.0,114664.0,29672.0,4305.0,7393.0
2019-02-27,NJ,1733776.0,7147517.0,33786990.0,8625063.0,8364173.0,3976905.0,5086622.0,5126348.0,1874328.0,526391.0,135396.0,31230.0,40534.0
2019-02-27,NM,398989.0,1690034.0,9124932.0,2369658.0,2588259.0,1168538.0,1333500.0,972371.0,387308.0,196761.0,77711.0,20026.0,10800.0
2019-02-27,NY,4675136.0,14807340.0,81288463.0,22749850.0,20292828.0,9998911.0,12709451.0,11232153.0,2992786.0,845389.0,302531.0,72992.0,91572.0
2019-02-27,NC,1703314.0,8648567.0,37040270.0,8264500.0,9176982.0,4693375.0,6022981.0,5970252.0,1996833.0,555652.0,265324.0,58692.0,35679.0
2019-02-27,ND,140547.0,617208.0,2730362.0,731352.0,813264.0,378555.0,313817.0,244405.0,126055.0,77994.0,33675.0,6483.0,4762.0
2019-02-27,OH,2162879.0,9490834.0,43273592.0,10571332.0,10579049.0,5141800.0,6803898.0,7168505.0,2054486.0,589108.0,260189.0,62600.0,42625.0
2019-02-27,OK,726039.0,3204985.0,12994147.0,3527976.0,3411731.0,1491644.0,1790033.0,1876350.0,568084.0,199458.0,99425.0,19322.0,10124.0
2019-02-27,OR,939433.0,3238468.0,14789734.0,4130883.0,4218276.0,1832421.0,1951805.0,1853055.0,499173.0,181111.0,85100.0,15985.0,21925.0
2019-02-27,PA,2471116.0,10296799.0,45690246.0,11293194.0,11553097.0,5621485.0,7141745.0,6913949.0,2069843.0,698053.0,289708.0,60185.0,48987.0
2019-02-27,RI,196239.0,857844.0,3670206.0,854167.0,929728.0,446170.0,583581.0,596994.0,196033.0,45143.0,12259.0,2178.0,3953.0
2019-02-27,SC,801260.0,4267323.0,17587032.0,3966478.0,4360141.0,2218979.0,2861277.0,2898590.0,848659.0,259720.0,133396.0,26209.0,13583.0
2019-02-27,SD,165828.0,713707.0,3317663.0,876814.0,952812.0,409120.0,423337.0,360612.0,166892.0,79328.0,35829.0,8634.0,4285.0
2019-02-27,TN,1162990.0,5586328.0,24383124.0,5435823.0,6120084.0,3032985.0,3897218.0,4029565.0,1230042.0,366632.0,188501.0,53107.0,29167.0
2019-02-27,TX,4558657.0,24055454.0,97014675.0,24387231.0,24178313.0,11394766.0,14387848.0,15008235.0,5229016.0,1489840.0,655702.0,183750.0,99974.0
2019-02-27,UT,625559.0,2525882.0,12673286.0,3200478.0,3390934.0,1640567.0,1849524.0,1643923.0,614189.0,169099.0,99477.0,37376.0,27719.0
2019-02-27,VT,125759.0,498625.0,2174604.0,458631.0,562818.0,287258.0,330611.0,342005.0,133180.0,36220.0,16228.0,3773.0,3880.0
2019-02-27,VA,1479907.0,7011748.0,31692471.0,7661950.0,7770410.0,3932208.0,5015290.0,5008210.0,1564413.0,467781.0,184905.0,47161.0,40143.0
2019-02-27,WA,1449222.0,6063338.0,26716813.0,6382532.0,7046125.0,3334815.0,4101633.0,4011441.0,1280240.0,327105.0,148919.0,27876.0,56127.0
2019-02-27,WV,370507.0,1429803.0,6348529.0,1472312.0,1706136.0,795672.0,982577.0,886227.0,328989.0,117848.0,45364.0,9054.0,4350.0
2019-02-27,WI,1044750.0,4751050.0,21382782.0,4843964.0,5347900.0,2569797.0,3339181.0,3458702.0,1213153.0,372449.0,169604.0,38505.0,29527.0
2019-02-28,TX,4517708.0,24096403.0,97487521.0,24191204.0,24267161.0,11466105.0,14490720.0,15147742.0,5358671.0,1586176.0,691323.0,186870.0,101549.0
2019-02-28,AL,753646.0,4119288.0,16189601.0,3584720.0,4021545.0,2115190.0,2570416.0,2560131.0,879419.0,293299.0,126062.0,31178.0,7641.0
2019-02-28,AK,171249.0,563933.0,2768711.0,772541.0,787515.0,401163.0,394611.0,258850.0,95447.0,40682.0,7149.0,3722.0,7031.0
2019-02-28,AZ,1358840.0,5790886.0,26008047.0,6769717.0,6606484.0,3162162.0,3830170.0,3938499.0,1151134.0,296864.0,171780.0,45911.0,35326.0
2019-02-28,AR,482695.0,2521921.0,9954929.0,2258774.0,2597810.0,1276033.0,1520210.0,1472816.0,529437.0,193040.0,79329.0,20870.0,6610.0
2019-02-28,CA,7863361.0,31572775.0,136926209.0,35055546.0,35216056.0,16011861.0,20100270.0,20085135.0,7115679.0,2275644.0,723043.0,176812.0,166163.0
2019-02-28,CO,1201622.0,4476534.0,23659861.0,5765057.0,6303020.0,2909763.0,3640091.0,3507637.0,961998.0,360721.0,122930.0,31171.0,57473.0
2019-02-28,CT,671110.0,2890635.0,12279617.0,2720105.0,3183519.0,1511840.0,1892628.0,1962058.0,703189.0,219677.0,57195.0,12743.0,16663.0
2019-02-28,DE,169896.0,794318.0,3215491.0,719209.0,772754.0,389211.0,529063.0,518775.0,192927.0,64290.0,23258.0,3178.0,2826.0
2019-02-28,DC,198917.0,501391.0,2982895.0,1033076.0,749239.0,418556.0,457344.0,247677.0,50118.0,10267.0,6917.0,4117.0,5584.0
2019-02-28,FL,3325312.0,17908910.0,73983739.0,18657221.0,18344363.0,9500163.0,11987331.0,11011516.0,3088365.0,845170.0,381261.0,90178.0,78171.0
2019-02-28,GA,1735272.0,8752051.0,34813410.0,7724150.0,8366170.0,4357195.0,5683635.0,5632061.0,2064572.0,573978.0,290781.0,77288.0,43580.0
2019-02-28,HI,299079.0,1117071.0,4894184.0,1453563.0,1285330.0,532645.0,691050.0,813025.0,84675.0,18311.0,8295.0,2602.0,4688.0
2019-02-28,ID,341602.0,1407245.0,5979128.0,1452334.0,1673804.0,801558.0,868506.0,749056.0,260060.0,97760.0,50377.0,15886.0,9787.0
2019-02-28,IL,2559132.0,10143001.0,50742410.0,12807597.0,12720060.0,6104759.0,7601886.0,7785733.0,2624907.0,602391.0,323293.0,97575.0,74209.0
2019-02-28,IN,1192828.0,5478598.0,25581111.0,6192771.0,6364239.0,3134691.0,3882191.0,4039889.0,1310469.0,405290.0,184210.0,42895.0,24466.0
2019-02-28,IA,585773.0,2560724.0,11909374.0,2767212.0,3235984.0,1417784.0,1679728.0,1722744.0,669255.0,249402.0,121723.0,29738.0,15804.0
2019-02-28,KS,548546.0,2354055.0,11526138.0,2911518.0,3116641.0,1328289.0,1607410.0,1619178.0,598232.0,205086.0,100548.0,25366.0,13870.0
2019-02-28,KY,816940.0,3637802.0,16962552.0,3731842.0,4312919.0,2190475.0,2709604.0,2647571.0,887013.0,296545.0,143827.0,29144.0,13612.0
2019-02-28,LA,761172.0,3884559.0,18378888.0,4813994.0,4548914.0,2294058.0,2876469.0,2461779.0,891023.0,343508.0,115817.0,22233.0,11093.0
2019-02-28,ME,274018.0,1060296.0,4404515.0,907790.0,1082357.0,551650.0,678654.0,748573.0,289841.0,96186.0,35782.0,6126.0,7556.0
2019-02-28,MD,1037665.0,4986585.0,21415001.0,5004349.0,4918169.0,2516769.0,3488052.0,3772165.0,1283304.0,285326.0,97079.0,24922.0,24866.0
2019-02-28,MA,1458188.0,5422865.0,28534477.0,7239194.0,7458210.0,3527349.0,4230461.0,4250019.0,1344965.0,324406.0,103352.0,18753.0,37768.0
2019-02-28,MI,1823136.0,8142227.0,36793026.0,8288267.0,8746730.0,4517722.0,6016594.0,6248121.0,2059190.0,571015.0,238042.0,54290.0,53055.0
2019-02-28,MN,1007437.0,4586594.0,20531000.0,4693246.0,4868277.0,2290354.0,3102853.0,3708240.0,1219686.0,396736.0,174860.0,37307.0,39441.0
2019-02-28,MS,450450.0,2526954.0,9298425.0,2215126.0,2351829.0,1032010.0,1346081.0,1423247.0,576572.0,224360.0,100710.0,22557.0,5933.0
2019-02-28,MO,1193650.0,4914075.0,21552195.0,5091549.0,5550418.0,2543090.0,3210821.0,3437000.0,1155860.0,327120.0,168363.0,42894.0,25080.0
2019-02-28,MT,237211.0,821847.0,3654084.0,1027952.0,1106173.0,430447.0,443151.0,362592.0,157753.0,76592.0,34294.0,7871.0,7259.0
2019-02-28,NE,349164.0,1574210.0,7240508.0,1697400.0,2009987.0,939210.0,1107193.0,919750.0,318140.0,151900.0,69090.0,16992.0,10846.0
2019-02-28,NV,640242.0,2384875.0,10822960.0,2960984.0,2721195.0,1368678.0,1812298.0,1477232.0,259011.0,112811.0,68098.0,25584.0,17069.0
2019-02-28,NH,247865.0,1104446.0,4762066.0,892848.0,1121326.0,604555.0,756698.0,861322.0,372971.0,110312.0,30426.0,4577.0,7031.0
2019-02-28,NJ,1730121.0,7151172.0,33652508.0,8532188.0,8341019.0,4009609.0,5072971.0,5093618.0,1849943.0,532901.0,144731.0,33722.0,41806.0
2019-02-28,NM,398780.0,1690243.0,9203868.0,2346739.0,2612806.0,1205763.0,1327303.0,985675.0,403960.0,209537.0,80584.0,20507.0,10994.0
2019-02-28,NY,4690742.0,14791734.0,81512232.0,22271156.0,20331981.0,10164704.0,12954725.0,11387871.0,3032566.0,871430.0,315124.0,77500.0,105175.0
2019-02-28,NC,1700140.0,8651741.0,37570484.0,8168727.0,9337042.0,4814766.0,6156310.0,6127776.0,2039458.0,557789.0,272191.0,61069.0,35356.0
2019-02-28,ND,140383.0,617372.0,2812831.0,757010.0,820072.0,378320.0,328483.0,256493.0,137177.0,85145.0,38125.0,7386.0,4620.0
2019-02-28,OH,2148708.0,9505005.0,43003828.0,10348671.0,10378341.0,5130757.0,6831299.0,7254792.0,2090235.0,601788.0,262503.0,62749.0,42693.0
2019-02-28,OK,727878.0,3203146.0,13604210.0,3530466.0,3522538.0,1567256.0,1914182.0,2065585.0,640723.0,231004.0,103418.0,19461.0,9577.0
2019-02-28,OR,924387.0,3253514.0,15005268.0,3805581.0,4284437.0,1916212.0,2088378.0,1998617.0,569227.0,206081.0,93191.0,18965.0,24579.0
2019-02-28,PA,2443276.0,10324639.0,45156628.0,11128149.0,11146617.0,5522406.0,7179017.0,6983217.0,2096737.0,699812.0,290729.0,61600.0,48344.0
2019-02-28,RI,201988.0,852095.0,3615015.0,835715.0,935902.0,446867.0,566594.0,577628.0,186892.0,47151.0,11693.0,2371.0,4202.0
2019-02-28,SC,790203.0,4278380.0,17537687.0,3889369.0,4288432.0,2241933.0,2885831.0,2919503.0,870920.0,265708.0,135467.0,27103.0,13421.0
2019-02-28,SD,165115.0,714420.0,3372780.0,891201.0,942558.0,414898.0,435441.0,376640.0,175810.0,82310.0,40865.0,8695.0,4362.0
2019-02-28,TN,1143335.0,5605983.0,24029985.0,5275462.0,5939157.0,2992675.0,3878652.0,4035444.0,1252422.0,379174.0,194913.0,53807.0,28279.0
2019-02-28,UT,626231.0,2525210.0,12555710.0,3113812.0,3328901.0,1611007.0,1880511.0,1657895.0,605257.0,178100.0,109893.0,42096.0,28238.0
2019-02-28,VT,126056.0,498328.0,2254085.0,482109.0,587364.0,303840.0,338666.0,350796.0,130931.0,36273.0,16455.0,3951.0,3700.0
2019-02-28,VA,1453840.0,7037815.0,31477098.0,7537701.0,7715089.0,3877558.0,4992951.0,5016711.0,1590905.0,477802.0,182485.0,47237.0,38659.0
2019-02-28,WA,1461638.0,6050922.0,26784058.0,6206541.0,7131957.0,3389451.0,4111898.0,4093564.0,1277782.0,334615.0,149307.0,30805.0,58138.0
2019-02-28,WV,362444.0,1437866.0,6160807.0,1414971.0,1604428.0,769493.0,965484.0,887201.0,339299.0,121199.0,45877.0,8911.0,3944.0
2019-02-28,WI,1035245.0,4760555.0,21745679.0,4714751.0,5362719.0,2582776.0,3460603.0,3632400.0,1317090.0,416527.0,186422.0,41968.0,30423.0
2019-02-28,WY,121566.0,454404.0,2363981.0,639124.0,738685.0,320460.0,231440.0,182187.0,132166.0,79695.0,31843.0,5012.0,3369.0
2019-03-01,WV,355488.0,1444822.0,5977431.0,1360262.0,1520181.0,761363.0,957303.0,855903.0,325648.0,125509.0,55932.0,10851.0,4479.0
2019-03-01,AL,744524.0,4128410.0,16242264.0,3386186.0,3940801.0,2161558.0,2665722.0,2628541.0,927491.0,328141.0,156067.0,39211.0,8546.0
2019-03-01,AK,166917.0,568265.0,2723165.0,727007.0,762916.0,402659.0,398663.0,262473.0,105877.0,41380.0,9147.0,4372.0,8671.0
2019-03-01,AZ,1334864.0,5814862.0,25689684.0,6635060.0,6372969.0,3157486.0,3844154.0,3847263.0,1169567.0,349010.0,217545.0,55790.0,40840.0
2019-03-01,AR,473153.0,2531463.0,10147303.0,2241443.0,2584586.0,1299438.0,1558020.0,1523106.0,580968.0,231960.0,95438.0,24753.0,7591.0
2019-03-01,CA,7797236.0,31638900.0,134561727.0,34306500.0,34188774.0,15796921.0,19866081.0,19455848.0,7131980.0,2518843.0,880438.0,221983.0,194359.0
2019-03-01,CO,1161532.0,4516624.0,23255571.0,5819832.0,5998373.0,2880129.0,3536941.0,3355487.0,989330.0,421072.0,154681.0,37929.0,61797.0
2019-03-01,CT,634252.0,2927493.0,12240026.0,2831141.0,3008657.0,1504893.0,1883530.0,1962254.0,707962.0,230859.0,65252.0,15847.0,29631.0
2019-03-01,DE,172355.0,791859.0,3051281.0,693449.0,735508.0,384142.0,502209.0,466483.0,172515.0,63275.0,27388.0,3497.0,2815.0
2019-03-01,DC,201252.0,499056.0,2842251.0,971682.0,725583.0,399753.0,433071.0,230315.0,50248.0,11611.0,8723.0,4767.0,6498.0
2019-03-01,FL,3263759.0,17970463.0,73585758.0,18447052.0,17897743.0,9585517.0,12073141.0,10798781.0,3157158.0,939549.0,481730.0,116824.0,88263.0
2019-03-01,GA,1695840.0,8791483.0,34726343.0,7640937.0,8176586.0,4365664.0,5707214.0,5589702.0,2067064.0,641127.0,386703.0,100705.0,50641.0
2019-03-01,HI,294985.0,1121165.0,4891441.0,1452741.0,1256689.0,547638.0,691299.0,810909.0,92293.0,21403.0,9908.0,3508.0,5053.0
2019-03-01,ID,336320.0,1412527.0,5984684.0,1430771.0,1657901.0,788252.0,877131.0,746581.0,280519.0,111294.0,61873.0,18822.0,11540.0
2019-03-01,IL,2536371.0,10165762.0,50687180.0,12634120.0,12525235.0,6217319.0,7731534.0,7681019.0,2635781.0,668045.0,387421.0,121311.0,85395.0
2019-03-01,IN,1180605.0,5490821.0,25732669.0,6067316.0,6301065.0,3171860.0,4005319.0,4083422.0,1351733.0,456735.0,215166.0,51377.0,28676.0
2019-03-01,IA,574243.0,2572254.0,12027880.0,2780151.0,3175876.0,1437857.0,1703250.0,1769926.0,692503.0,275115.0,137990.0,36795.0,18417.0
2019-03-01,KS,532214.0,2370387.0,11471734.0,2885630.0,3013072.0,1321081.0,1602328.0,1619816.0,626834.0,234379.0,122668.0,30409.0,15517.0
2019-03-01,KY,810668.0,3644074.0,16976779.0,3616423.0,4240625.0,2205518.0,2751951.0,2670229.0,928131.0,341435.0,170444.0,35707.0,16316.0
2019-03-01,LA,764308.0,3881423.0,18625807.0,4681870.0,4570529.0,2356104.0,2990418.0,2534060.0,909522.0,398287.0,144680.0,27378.0,12959.0
2019-03-01,ME,268863.0,1065451.0,4348272.0,901688.0,1052297.0,535157.0,662247.0,731227.0,296039.0,110831.0,42141.0,7386.0,9259.0
2019-03-01,MD,1064056.0,4960194.0,20481836.0,4912056.0,4751154.0,2469968.0,3306562.0,3383388.0,1182827.0,299093.0,119607.0,28240.0,28941.0
2019-03-01,MA,1393312.0,5487741.0,28240981.0,7080927.0,7071694.0,3500255.0,4275038.0,4282844.0,1438697.0,382989.0,120936.0,25167.0,62434.0
2019-03-01,MI,1806607.0,8158756.0,36353000.0,8031009.0,8466806.0,4485547.0,6018645.0,6194553.0,2091404.0,645032.0,291203.0,68341.0,60460.0
2019-03-01,MN,981601.0,4612430.0,19750179.0,4801841.0,4570579.0,2185952.0,2887194.0,3392188.0,1168539.0,434255.0,220995.0,45216.0,43420.0
2019-03-01,WY,119816.0,456154.0,2341281.0,644129.0,699943.0,313585.0,234478.0,177275.0,130468.0,92929.0,38455.0,6254.0,3765.0
2019-03-01,MS,444726.0,2532678.0,9513718.0,2213127.0,2337653.0,1047266.0,1405214.0,1494563.0,609998.0,250755.0,120569.0,27912.0,6661.0
2019-03-01,MO,1156291.0,4951434.0,22294439.0,5136784.0,5457325.0,2611656.0,3391039.0,3720611.0,1302050.0,390967.0,199416.0,55109.0,29482.0
2019-03-01,MT,230793.0,828265.0,3645025.0,1035111.0,1075291.0,429773.0,448042.0,354685.0,153126.0,87010.0,43358.0,9989.0,8640.0
2019-03-01,NE,341707.0,1581667.0,7182455.0,1668850.0,1938372.0,928509.0,1120048.0,910214.0,331486.0,170966.0,82177.0,19713.0,12120.0
2019-03-01,NV,633650.0,2391467.0,10616798.0,2883073.0,2628242.0,1335885.0,1782403.0,1439648.0,281518.0,131734.0,85595.0,29207.0,19493.0
2019-03-01,NH,238901.0,1113410.0,4705468.0,901357.0,1036983.0,584408.0,738361.0,874719.0,390441.0,126576.0,37230.0,5419.0,9974.0
2019-03-01,NJ,1707929.0,7173364.0,32493296.0,8525252.0,7920017.0,3821168.0,4834089.0,4763772.0,1791980.0,569689.0,179915.0,42410.0,45004.0
2019-03-01,NM,392019.0,1697004.0,9033349.0,2261403.0,2509029.0,1179193.0,1318759.0,978229.0,408920.0,237617.0,101447.0,26342.0,12410.0
2019-03-01,NY,4621293.0,14861183.0,79671055.0,21999935.0,19408031.0,9887617.0,12633783.0,11021113.0,3109471.0,986778.0,401954.0,94402.0,127971.0
2019-03-01,NC,1680277.0,8671604.0,36431470.0,7714502.0,8814191.0,4699103.0,6094677.0,5988638.0,2045529.0,627404.0,328843.0,76624.0,41959.0
2019-03-01,ND,136584.0,621171.0,2749431.0,727751.0,791694.0,374984.0,316362.0,245299.0,133221.0,98230.0,47174.0,9215.0,5501.0
2019-03-01,OH,2142271.0,9511442.0,42481317.0,10029133.0,10025120.0,5121859.0,6902908.0,7168539.0,2131925.0,665326.0,308580.0,79288.0,48639.0
2019-03-01,OK,688512.0,3242512.0,14130838.0,3574611.0,3515050.0,1613132.0,2024026.0,2222926.0,733880.0,282149.0,129469.0,24213.0,11382.0
2019-03-01,OR,906914.0,3270987.0,15013746.0,3728302.0,4267562.0,1926839.0,2076371.0,2006578.0,601050.0,244089.0,109905.0,24090.0,28960.0
2019-03-01,PA,2404273.0,10363642.0,43928971.0,11198812.0,10652970.0,5393910.0,6923993.0,6533387.0,1988779.0,761555.0,357403.0,70737.0,47425.0
2019-03-01,RI,190496.0,863587.0,3702337.0,882409.0,906813.0,447259.0,584146.0,604617.0,202967.0,50355.0,13951.0,2995.0,6825.0
2019-03-01,SC,766635.0,4301948.0,17309253.0,3781125.0,4164491.0,2234661.0,2877969.0,2870113.0,872980.0,292270.0,166474.0,33463.0,15707.0
2019-03-01,SD,156495.0,723040.0,3307692.0,889745.0,915169.0,401274.0,413972.0,359246.0,168545.0,92915.0,50577.0,11267.0,4982.0
2019-03-01,WI,1011267.0,4784533.0,21461237.0,4692106.0,5146282.0,2568942.0,3415381.0,3548903.0,1310837.0,464406.0,227465.0,50897.0,36018.0
2019-03-01,TN,1139923.0,5609395.0,23992324.0,5136922.0,5842739.0,3019988.0,3921120.0,4036684.0,1279726.0,424929.0,230535.0,67232.0,32449.0
2019-03-01,TX,4485156.0,24128955.0,98694340.0,23984593.0,24176465.0,11788421.0,14894742.0,15298613.0,5502674.0,1815808.0,883649.0,233686.0,115689.0
